,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.84675753,0.4092352,0.49239367,0.10192882,0.971965,0.8383837,0.7556343,0.7897692,0.3607049
bigrams_clusters:cluster_2,0.84675753,1.0,0.4615887,0.36646122,0.024890754,0.82065684,0.95436764,0.7245566,0.76176476,0.25836328
bigrams_clusters:cluster_3,0.4092352,0.4615887,1.0,0.11534461,0.09240175,0.4334366,0.41405115,0.71287405,0.37632692,-0.05365665
bigrams_clusters:cluster_4,0.49239367,0.36646122,0.11534461,1.0,0.5089784,0.48526675,0.3627691,0.3156084,0.53462267,0.76372725
bigrams_clusters:cluster_5,0.10192882,0.024890754,0.09240175,0.5089784,1.0,0.09228553,0.054775346,0.07874414,0.062105358,0.27347863
visual_clusters:cluster_1,0.971965,0.82065684,0.4334366,0.48526675,0.09228553,1.0,0.81695473,0.7997313,0.7972355,0.33645058
visual_clusters:cluster_2,0.8383837,0.95436764,0.41405115,0.3627691,0.054775346,0.81695473,1.0,0.6957458,0.70546377,0.25987425
visual_clusters:cluster_3,0.7556343,0.7245566,0.71287405,0.3156084,0.07874414,0.7997313,0.6957458,1.0,0.71203035,0.17132273
visual_clusters:cluster_4,0.7897692,0.76176476,0.37632692,0.53462267,0.062105358,0.7972355,0.70546377,0.71203035,1.0,0.41846704
visual_clusters:cluster_5,0.3607049,0.25836328,-0.05365665,0.76372725,0.27347863,0.33645058,0.25987425,0.17132273,0.41846704,1.0
